"","date","year","month","area","numofsales","dollarVolume","allAveragePrice","allMedianPrice","newListings","SNLRTrend","activeListings","mosInvTrend","avgSPLP","avgLDOM","avgPDOM","detachedNumberofSales","detachedDollarVolume","detachedAveragePrice","detachedMedianPrice","detachedNewListings","detachedActiveListings","detachedAvgSPLP","detachedAvgLDOM","semidetachedNumberofSales","semidetachedDollarVolume","semidetachedAveragePrice","semidetachedMedianPrice","semidetachedNewListings","semidetachedActiveListings","semidetachedAvgSPLP","semidetachedAvgLDOM","attachedNumberofSales","attachedDollarVolume","attachedAveragePrice","attachedMedianPrice","attachedNewListings","attachedActiveListings","attachedAvgSPLP","attachedAvgLDOM","condotownhouseNumberofSales","condotownhouseDollarVolume","condotownhouseAveragePrice","condotownhouseMedianPrice","condotownhouseNewListings","condotownhouseActiveListings","condotownhouseAvgSPLP","condotownhouseAvgLDOM","condoapartmentNumberofSales","condoapartmentDollarVolume","condoapartmentAveragePrice","condoapartmentMedianPrice","condoapartmentNewListings","condoapartmentActiveListings","condoapartmentAvgSPLP","condoapartmentAvgLDOM","allcondoNumberofSales","allcondoDollarVolume","allcondoAveragePrice","...59","...60","...61"
"8306","10-2018",18,"10","Toronto East",737,545961567,740789,710000,1298,56.8,1319,1.8,102,20,"-","312","280315907","898448","803500","607",655,"100","20","128","121585743","949889","878500","159","92","110","14","52","26981450","518874","536000","88","115","100","26","208","88667667","426287","395250","370","397","99","24","31","24580000","792903","751000","58","44","106","14","239","113247667","473839.610878661",NA,NA,NA
"8307","10-2018",18,"10","Toronto W01",60,69052871,1150881,967750,84,72,60,1.1,106,10,"-","18","35226872","1957048","1765250","26",22,"106","9","8","9521000","1190125","1263000","13","9","114","15","2","1370000","685000","685000","8","4","103","11","30","20552999","685100","627000","35","23","103","10","2","2382000","1191000","1191000","2","2","110","5","32","22934999","716718.71875",NA,NA,NA
"8308","10-2018",18,"10","Toronto W02",92,94701730,1029367,970500,132,69.3,84,1,107,10,"-","29","43191375","1489358","1485000","47",30,"106","9","26","25977104","999119","962500","31","14","111","11","6","4872000","812000","795000","11","10","107","10","25","15100251","604010","549000","36","22","102","11","6","5561000","926833","910500","7","8","114","10","31","20661251","666491.967741936",NA,NA,NA
"8309","10-2018",18,"10","Toronto W03",78,58093343,744786,710000,97,58.8,100,1.7,101,27,"-","30","24582026","819401","714013","51",66,"100","29","33","25389699","769385","750000","28","20","103","22","2","1107000","553500","553500","3","4","98","37","10","5066900","506690","498750","12","8","99","31","3","1947718","649239","601718","3","2","99","52","13","7014618","539586",NA,NA,NA
"8310","10-2018",18,"10","Toronto W04",91,62254000,684110,652900,135,54.6,173,2.4,98,25,"-","39","37443300","960085","875000","75",101,"98","25","8","5803900","725488","730000","7","6","101","14","14","6993400","499529","477500","14","14","98","40","29","11128400","383738","365000","38","50","98","23","1","885000","885000","885000","1","2","118","10","30","12013400","400446.666666667",NA,NA,NA
"8311","10-2018",18,"10","Toronto W05",98,56833486,579934,612500,168,59.3,239,2.3,98,25,"-","18","16496000","916444","874000","49",80,"98","21","24","17139110","714130","690000","41","48","99","25","14","6457896","461278","472500","33","41","98","28","34","11776580","346370","372400","37","53","98","27","7","4764900","680700","678000","6","16","98","19","41","16541480","403450.731707317",NA,NA,NA
"8312","10-2018",18,"10","Toronto W06",144,106793232,741620,655000,272,58.6,284,2,99,19,"-","41","43331032","1056854","922000","94",80,"99","18","7","5805000","829286","785000","12","8","102","9","7","4712000","673143","700000","12","14","98","21","80","46685700","583571","512000","144","171","100","21","6","5265000","877500","915000","10","10","100","15","86","51950700","604077.906976744",NA,NA,NA
"8313","10-2018",18,"10","Toronto W07",36,42830390,1189733,1055000,60,65.8,38,1.4,101,13,"-","29","36993500","1275638","1100000","48",29,"102","13","0","-","-","-","0","0","-","-","1","865000","865000","865000","1","0","102","7","5","3966890","793378","597990","6","6","100","19","1","1005000","1005000","1005000","5","3","101","3","6","4971890","828648.333333333",NA,NA,NA
"8314","10-2018",18,"10","Toronto W08",161,134745466,836928,695000,261,60.3,288,1.7,99,19,"-","63","80373316","1275767","1060000","115",147,"99","18","3","2385000","795000","760000","3","4","99","17","4","2749000","687250","685000","12","15","99","29","86","43833150","509688","465000","122","116","99","21","5","5405000","1081000","975000","7","4","96","8","91","49238150","541078.571428571",NA,NA,NA
"8315","10-2018",18,"10","Toronto W09",35,22131700,632334,555000,81,53.4,96,2.4,101,19,"-","13","12890300","991562","1007500","37",45,"103","20","0","-","-","-","2","3","-","-","3","1697000","565667","555000","4","2","99","7","19","7544400","397074","340000","33","37","98","21","0","-","-","-","4","8","-","-","-","-","-",NA,NA,NA
"8316","10-2018",18,"10","Toronto W10",67,38819100,579390,648000,128,57.5,141,2,97,24,"-","32","24569500","767797","734000","54",60,"98","25","2","1359000","679500","679500","4","3","97","22","6","2363000","393833","388000","14","16","99","33","23","7842100","340961","363000","53","60","96","23","4","2685500","671375","673250","3","2","99","19","27","10527600","389911.111111111",NA,NA,NA
"8317","10-2018",18,"10","Toronto West",862,686255318,796120,706000,1418,60.1,1503,1.9,101,20,"-","312","355097221","1138132","972516","596",660,"100","19","111","93379813","841260","775000","141","115","105","18","59","33186296","562480","532000","112","120","100","27","341","173497370","508790","468000","516","546","100","20","35","29901118","854318","765000","48","57","102","17","376","203398488","540953.425531915",NA,NA,NA
"8318","10-2018",18,"10","TRREB Total",7492,6048594504,807340,683000,14431,49.3,18926,2.6,99,24,"-","3328","3392617230","1019416","850000","7606",11473,"97","27","774","632092685","816657","720000","1184","1129","102","19","506","290852900","574808","522000","876","1060","99","26","2127","1196485671","562523","495000","3401","3702","99","23","648","465913369","719002","668000","1143","1309","100","22","2775","1662399040","599062.717117117",NA,NA,NA
"8319","10-2018",18,"10","Uxbridge",24,20186250,841094,791000,55,42.5,132,4.9,96,43,"-","20","18184250","909213","850000","49",113,"96","48","0","-","-","-","0","1","-","-","1","595000","595000","595000","2","8","99","43","1","325000","325000","325000","1","2","96","18","2","1082000","541000","541000","2","7","95","14","3","1407000","469000",NA,NA,NA
"8320","10-2018",18,"10","Vaughan",276,279677562,1013325,9e+05,722,35.3,1129,4.3,97,29,"-","135","177314924","1313444","1160500","406",700,"96","29","32","25970400","811575","782500","64","59","99","19","6","3585000","597500","592500","16","25","99","46","55","33033350","600606","590000","121","180","96","37","48","39773888","828623","800944","112","159","99","22","103","72807238","706866.388349515",NA,NA,NA
"8321","10-2018",18,"10","Whitby",143,93707289,655296,630000,308,48.6,335,2.2,98,23,"-","92","68087900","740086","687900","212",238,"98","26","6","3016888","502815","515944","7","8","99","13","8","3181500","397688","398250","10","8","97","29","10","4500500","450050","437250","15","16","99","22","24","13020501","542521","530000","47","42","99","19","34","17521001","515323.558823529",NA,NA,NA
"8322","10-2018",18,"10","Whitchurch-Stouffville",62,54094521,872492,802500,125,34.4,289,5.2,96,41,"-","41","40097821","977996","890000","107",256,"96","46","6","4095800","682633","685000","3","4","98","20","1","413500","413500","413500","1","1","97","28","0","-","-","-","3","14","-","-","14","9487400","677671","684500","11","14","98","37","-","-","-",NA,NA,NA
"8323","10-2018",18,"10","York Region",1164,1067396706,917007,823250,2960,34.6,5057,4.7,96,32,"-","625","705562162","1128899","1030000","1863",3480,"95","35","99","73089850","738281","740000","195","230","98","26","42","26036500","619917","600000","111","206","98","32","180","91802000","510011","460000","342","564","97","32","191","147233194","770854","752000","376","495","99","25","371","239035194","644299.714285714",NA,NA,NA
"8324","10-2019",19,"10","Adjala-Tosorontio",16,10444000,652750,586000,21,58.6,50,3.5,96,67,"-","16","10444000","652750","586000","21",50,"96","67","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","-","-","-",NA,NA,NA
"8325","10-2019",19,"10","Ajax",148,99206367,670313,634500,262,58.7,245,1.6,100,18,"-","102","73516929","720754","720000","198",190,"99","18","13","8053100","619469","599900","11","9","101","23","9","4538150","504239","515000","14","9","99","25","5","2031000","406200","355000","7","8","99","18","19","11067188","582484","585000","30","27","101","12","24","13098188","545757.833333333",NA,NA,NA
"8326","10-2019",19,"10","Aurora",84,81999988,976190,848500,132,45.1,242,3.4,97,33,"-","50","59313600","1186272","985000","90",190,"96","37","8","5665000","708125","665250","3","9","99","33","10","5654888","565489","558500","12","13","98","25","3","1302500","434167","430000","8","12","96","27","13","10064000","774154","778000","19","17","102","22","16","11366500","710406.25",NA,NA,NA
"8327","10-2019",19,"10","Bradford West Gwillimbury",62,47162900,760692,692000,93,48.9,148,3.1,98,31,"-","51","41229900","808429","730000","79",131,"98","30","4","2220000","555000","514500","3","2","102","41","0","-","-","-","0","0","-","-","2","735000","367500","367500","0","1","97","81","3","1850000","616667","630000","6","9","98","22","5","2585000","517000",NA,NA,NA
"8328","10-2019",19,"10","Brampton",766,566754633,739889,706250,1105,60.5,1002,1.6,99,20,"-","384","332698179","866402","816000","652",648,"99","20","159","109302330","687436","680000","186","130","100","18","60","30418500","506975","499900","71","60","100","20","45","18933824","420752","418000","63","57","99","24","115","73106800","635711","635000","127","101","99","21","160","92040624","575253.9",NA,NA,NA
"8329","10-2019",19,"10","Brock",22,13009900,591359,498000,34,45.8,84,4.8,94,47,"-","22","13009900","591359","498000","32",81,"94","47","0","-","-","-","2","1","-","-","0","-","-","-","0","0","-","-","0","-","-","-","0","1","-","-","0","-","-","-","0","1","-","-","-","-","-",NA,NA,NA
"8330","10-2019",19,"10","Burlington",204,167768779,822396,744950,299,63.6,380,2.1,98,24,"-","111","112809100","1016298","920000","185",264,"97","28","7","4737000","676714","687000","7","5","101","12","27","16057000","594704","550000","30","32","98","22","33","17234774","522266","415000","46","57","98","20","19","12711500","669026","659000","25","19","100","13","52","29946274","575889.884615385",NA,NA,NA
"8331","10-2019",19,"10","Caledon",91,88984750,977854,840000,156,49.8,259,3.3,97,29,"-","66","71129250","1077716","1027000","126",238,"97","33","10","7353500","735350","732500","12","5","98","17","1","542000","542000","542000","0","0","100","28","0","-","-","-","1","2","-","-","14","9960000","711429","713250","16","13","99","17","-","-","-",NA,NA,NA
"8332","10-2019",19,"10","City of Toronto",3295,3049517260,925498,751000,4980,59.7,4980,1.8,101,19,"-","1034","1367997857","1323015","1025000","1773",2074,"100","19","322","354136099","1099802","1000557","442","296","107","14","239","171108625","715936","640000","346","344","100","23","1575","1043643775","662631","590000","2213","2098","100","20","101","99230416","982479","867136","170","140","103","21","1676","1142874191","681905.841885442",NA,NA,NA
"8333","10-2019",19,"10","City of Toronto Total",3295,3049517260,925498,751000,4980,59.7,4980,1.8,101,19,"-","1034","1367997857","1323015","1025000","1773",2074,"100","19","322","354136099","1099802","1000557","442","296","107","14","239","171108625","715936","640000","346","344","100","23","1575","1043643775","662631","590000","2213","2098","100","20","101","99230416","982479","867136","170","140","103","21","1676","1142874191","681905.841885442",NA,NA,NA
"8334","10-2019",19,"10","Clarington",160,89623000,560144,533000,297,53.4,331,2.2,98,22,"-","123","73358900","596414","562000","230",273,"98","24","3","1370100","456700","458900","6","2","102","3","2","799000","399500","399500","10","9","101","9","11","3989200","362655","357500","13","12","100","18","13","5953900","457992","459900","25","22","100","12","24","9943100","414295.833333333",NA,NA,NA
"8335","10-2019",19,"10","Dufferin County",83,48134394,579932,560000,73,69.8,63,1.5,98,26,"-","57","35892000","629684","595000","51",49,"98","27","13","5949544","457657","468000","10","5","98","24","1","380000","380000","380000","1","0","97","8","2","580050","290025","290025","5","6","96","42","8","4264800","533100","526000","5","3","100","24","10","4844850","484485",NA,NA,NA
"8336","10-2019",19,"10","Durham Region",968,593970640,613606,581213,1625,55.1,1803,2.1,99,22,"-","665","443711580","667235","625000","1189",1434,"98","23","60","30925812","515430","509500","78","52","100","15","64","28778575","449665","466950","111","86","100","20","52","20438683","393052","369000","73","75","99","24","103","56504590","548588","555000","139","128","101","17","155","76943273","496408.212903226",NA,NA,NA
"8337","10-2019",19,"10","East Gwillimbury",57,45252257,793899,720000,98,40.3,167,4.4,96,35,"-","42","35968557","856394","811000","81",146,"95","35","1","690000","690000","690000","4","5","99","33","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","14","8593700","613836","621100","13","16","98","36","-","-","-",NA,NA,NA
"8338","10-2019",19,"10","Essa",37,20414450,551742,520000,58,51.6,86,3.5,98,61,"-","27","16503050","611224","570000","48",80,"98","65","1","438000","438000","438000","1","1","98","30","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","9","3473400","385933","430000","6","2","99","53","-","-","-",NA,NA,NA
"8339","10-2019",19,"10","Georgina",69,40092578,581052,550000,148,41,270,4,97,39,"-","60","35831901","597198","579450","137",256,"97","42","1","530000","530000","530000","2","4","99","10","0","-","-","-","1","2","-","-","1","246777","246777","246777","0","0","93","30","7","3483900","497700","504000","8","7","99","15","8","3730677","466334.625",NA,NA,NA
"8340","10-2019",19,"10","Halton Hills",88,64989087,738512,664000,121,56.7,164,2.2,97,28,"-","67","53868587","804009","730000","93",145,"97","32","5","2743000","548600","550000","3","1","99","22","8","3672900","459113","461000","7","4","100","18","1","385000","385000","385000","6","7","99","2","6","3659600","609933","612500","11","7","101","9","7","4044600","577800",NA,NA,NA
"8341","10-2019",19,"10","Halton Region",750,668931126,891908,790000,1103,57.6,1463,2.3,97,25,"-","417","455994869","1093513","951000","697",1095,"97","29","42","29340000","698571","709750","47","32","100","14","69","39439222","571583","544022","77","73","99","18","91","51314984","563901","468000","123","133","98","23","123","87962646","715143","680000","149","121","99","17","214","139277630","650830.046728972",NA,NA,NA
"8342","10-2019",19,"10","Innisfil",96,62550890,651572,572500,204,35.1,391,5.8,96,52,"-","83","56357390","679005","595000","168",308,"96","53","0","-","-","-","0","0","-","-","0","-","-","-","1","1","-","-","5","2161500","432300","375000","10","38","97","90","8","4032000","504000","460000","25","43","97","22","13","6193500","476423.076923077",NA,NA,NA
"8343","10-2019",19,"10","King",19,30125000,1585526,1248000,98,27,277,9.3,87,67,"-","15","26673000","1778200","1445000","86",261,"86","79","0","-","-","-","1","3","-","-","0","-","-","-","0","0","-","-","1","460000","460000","460000","5","8","98","42","3","2992000","997333","1015000","5","3","96","17","4","3452000","863000",NA,NA,NA
"8344","10-2019",19,"10","Markham",385,367710452,955092,880000,535,50.1,745,2.9,100,25,"-","176","219035947","1244522","1184000","291",479,"99","29","29","25311188","872800","852000","26","16","102","21","31","20816088","671487","653000","32","42","100","25","76","39874550","524665","500000","98","108","99","24","49","40673579","830073","800000","69","82","102","17","125","80548129","644385.032",NA,NA,NA
"8345","10-2019",19,"10","Milton",167,129657831,776394,735000,221,65.3,198,1.5,99,18,"-","77","72225455","937993","865000","114",140,"99","22","20","14286000","714300","732500","27","14","100","14","5","2624022","524804","544022","10","6","100","13","9","4387200","487467","496000","10","8","100","20","56","36135154","645271","645000","58","28","100","14","65","40522354","623420.830769231",NA,NA,NA
